Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,No medal
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam,Silver
Samantha Peszek,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Samantha Peszek,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
Samantha Peszek,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,No medal
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Roxanne (-mancha),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Joyce -budrunas),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Alexandra Raisman,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,Bronze
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Silver
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Alexandra Raisman,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,No medal
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,No medal
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,No medal
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,Gold
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Silver
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Team All-Around,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Horse Vault,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Sharon (-zuber),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Cathleen -mccoy),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Cathleen -mccoy),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Kyla Ross,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Sandra -john),F,United States,USA,1956,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,No medal
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,No medal
Alicia (-quinn),F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,No medal
Helen (-sjursen),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Clara Schroth-lomady,F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Clara Schroth-lomady,F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,No medal
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,No medal
Anita (-zetts),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Bridget Sloan,F,United States,USA,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Team All-Around,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Horse Vault,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Gail (-whitney),F,United States,USA,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Janice -hunter),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Theresa -coburn),F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Carrol Stack,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,No medal
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,No medal
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Kerri (-fischer),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,No medal
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,No medal
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,No medal
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,No medal
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Joyce (-schroeder),F,United States,USA,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Nancy (-marshall),F,United States,USA,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Ruth (lehle-),F,United States,USA,1952,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Marie -kuhlman),F,United States,USA,1964,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,No medal
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Jordyn Wieber,F,United States,USA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Team All-Around,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Horse Vault,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Deborah Willcox,F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Team All-Around,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Horse Vault,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Leslie (-laughlin),F,United States,USA,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam,No medal
Mary Wright,F,United States,USA,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,No medal
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,No medal
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Kimberley (-burdette),F,United States,USA,1992,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,No medal
